Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
chandler soccer club 2016 boys blue,az soccer club 2016 boys red,Chandler Soccer Club 2016 Boys Blue,AZ Soccer Club 2016 Boys Red,4,3,League Play,2025-06-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Queen Creek Soccer Club 2016 Boys Blue,1,4,League Play,2025-04-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,az arsenal soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,AZ Arsenal Soccer Club 2016 Boys Gold,4,3,League Play,2025-04-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Queen Creek Soccer Club 2016 Boys Blue,1,4,League Play,2025-07-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,fc tucson youth soccer 2016 boys white,Chandler Soccer Club 2016 Boys Blue,FC Tucson Youth Soccer 2016 Boys White,2,4,League Play,2025-06-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,casa grande soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,Casa Grande Soccer Club 2016 Boys Gold,2,4,League Play,2025-08-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,phoenix rising fc 2016 boys red,Chandler Soccer Club 2016 Boys Blue,Phoenix Rising FC 2016 Boys Red,1,1,League Play,2025-02-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys red,Chandler Soccer Club 2016 Boys Blue,RSL-AZ West Valley 2016 Boys Red,0,4,League Play,2025-06-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,phoenix rising fc 2016 boys red,Chandler Soccer Club 2016 Boys Blue,Phoenix Rising FC 2016 Boys Red,1,3,League Play,2025-01-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,apache junction soccer club 2016 boys red,Chandler Soccer Club 2016 Boys Blue,Apache Junction Soccer Club 2016 Boys Red,0,1,League Play,2025-01-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,mesa soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Mesa Soccer Club 2016 Boys Blue,4,4,League Play,2024-12-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,glendale soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Glendale Soccer Club 2016 Boys Blue,4,1,League Play,2025-09-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,glendale soccer club 2016 boys black,Chandler Soccer Club 2016 Boys Blue,Glendale Soccer Club 2016 Boys Black,3,2,League Play,2025-04-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,az soccer club 2016 boys black,Chandler Soccer Club 2016 Boys Blue,AZ Soccer Club 2016 Boys Black,1,4,League Play,2025-08-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,az arsenal soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,AZ Arsenal Soccer Club 2016 Boys Blue,2,2,League Play,2025-07-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,cave creek soccer club 2016 boys white,Chandler Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys White,3,2,League Play,2025-07-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,rsl-az west valley 2016 boys black,Chandler Soccer Club 2016 Boys Blue,RSL-AZ West Valley 2016 Boys Black,1,3,League Play,2025-09-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,gilbert soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Gilbert Soccer Club 2016 Boys Blue,4,2,League Play,2025-08-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,cave creek soccer club 2016 boys white,Chandler Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys White,1,3,League Play,2025-02-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
chandler soccer club 2016 boys blue,paradise valley soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,Paradise Valley Soccer Club 2016 Boys Gold,4,2,League Play,2024-12-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_57
glendale soccer club 2016 boys black,fountain hills soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Fountain Hills Soccer Club 2016 Boys Blue,0,3,League Play,2025-04-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,gilbert soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Blue,1,4,League Play,2025-08-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,phoenix rising fc 2016 boys red,Glendale Soccer Club 2016 Boys Black,Phoenix Rising FC 2016 Boys Red,4,2,League Play,2025-10-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,rsl-az north 2016 boys white,Glendale Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys White,2,4,League Play,2025-01-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,casa grande soccer club 2016 boys white,Glendale Soccer Club 2016 Boys Black,Casa Grande Soccer Club 2016 Boys White,2,2,League Play,2025-02-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,gilbert soccer club 2016 boys black,Glendale Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Black,4,1,League Play,2025-08-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,fountain hills soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Fountain Hills Soccer Club 2016 Boys Blue,1,1,League Play,2025-08-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,rsl-az north 2016 boys blue,Glendale Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys Blue,1,3,League Play,2025-03-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,gilbert soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Blue,2,0,League Play,2024-12-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,rsl-az west valley 2016 boys red,Glendale Soccer Club 2016 Boys Black,RSL-AZ West Valley 2016 Boys Red,3,0,League Play,2025-03-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,phoenix rising fc 2016 boys gold,Glendale Soccer Club 2016 Boys Black,Phoenix Rising FC 2016 Boys Gold,0,2,League Play,2025-08-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,valley united fc 2016 boys white,Glendale Soccer Club 2016 Boys Black,Valley United FC 2016 Boys White,2,4,League Play,2025-10-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,scottsdale soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Scottsdale Soccer Club 2016 Boys Blue,1,4,League Play,2025-08-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,chandler soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Chandler Soccer Club 2016 Boys Blue,2,2,League Play,2025-05-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,cave creek soccer club 2016 boys white,Glendale Soccer Club 2016 Boys Black,Cave Creek Soccer Club 2016 Boys White,4,1,League Play,2025-08-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,queen creek soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Blue,3,2,League Play,2025-08-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,az arsenal soccer club 2016 boys gold,Glendale Soccer Club 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Gold,1,0,League Play,2025-08-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,rsl-az north 2016 boys black,Glendale Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys Black,3,2,League Play,2025-02-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,rsl-az west valley 2016 boys gold,Glendale Soccer Club 2016 Boys Black,RSL-AZ West Valley 2016 Boys Gold,2,1,League Play,2025-02-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,buckeye soccer club 2016 boys black,Glendale Soccer Club 2016 Boys Black,Buckeye Soccer Club 2016 Boys Black,3,2,League Play,2025-05-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,surprise soccer club 2016 boys blue,Glendale Soccer Club 2016 Boys Black,Surprise Soccer Club 2016 Boys Blue,1,0,League Play,2025-04-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,fc elite arizona 2016 boys black,Glendale Soccer Club 2016 Boys Black,FC Elite Arizona 2016 Boys Black,4,0,League Play,2024-12-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,rsl-az west valley 2016 boys red,Glendale Soccer Club 2016 Boys Black,RSL-AZ West Valley 2016 Boys Red,2,0,League Play,2025-09-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,fc tucson youth soccer 2016 boys gold,Glendale Soccer Club 2016 Boys Black,FC Tucson Youth Soccer 2016 Boys Gold,4,3,League Play,2025-08-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
glendale soccer club 2016 boys black,maricopa soccer club 2016 boys gold,Glendale Soccer Club 2016 Boys Black,Maricopa Soccer Club 2016 Boys Gold,1,1,League Play,2025-03-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_58
peoria soccer club 2016 boys gold,cave creek soccer club 2016 boys white,Peoria Soccer Club 2016 Boys Gold,Cave Creek Soccer Club 2016 Boys White,3,1,League Play,2025-08-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,valley united fc 2016 boys black,Peoria Soccer Club 2016 Boys Gold,Valley United FC 2016 Boys Black,1,2,League Play,2025-09-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,gilbert soccer club 2016 boys blue,Peoria Soccer Club 2016 Boys Gold,Gilbert Soccer Club 2016 Boys Blue,4,0,League Play,2025-03-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys red,Peoria Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Red,4,1,League Play,2025-09-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,tempe soccer club 2016 boys white,Peoria Soccer Club 2016 Boys Gold,Tempe Soccer Club 2016 Boys White,2,4,League Play,2025-07-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,Peoria Soccer Club 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Gold,4,2,League Play,2025-06-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys red,Peoria Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Red,2,3,League Play,2025-09-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,fc elite arizona 2016 boys black,Peoria Soccer Club 2016 Boys Gold,FC Elite Arizona 2016 Boys Black,0,1,League Play,2025-01-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,az arsenal soccer club 2016 boys blue,Peoria Soccer Club 2016 Boys Gold,AZ Arsenal Soccer Club 2016 Boys Blue,2,0,League Play,2025-05-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,gilbert soccer club 2016 boys red,Peoria Soccer Club 2016 Boys Gold,Gilbert Soccer Club 2016 Boys Red,4,2,League Play,2025-03-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,az arsenal soccer club 2016 boys blue,Peoria Soccer Club 2016 Boys Gold,AZ Arsenal Soccer Club 2016 Boys Blue,4,4,League Play,2025-03-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,valley united fc 2016 boys black,Peoria Soccer Club 2016 Boys Gold,Valley United FC 2016 Boys Black,3,3,League Play,2025-05-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys gold,Peoria Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Gold,2,0,League Play,2025-01-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,paradise valley soccer club 2016 boys white,Peoria Soccer Club 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys White,1,3,League Play,2025-06-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,casa grande soccer club 2016 boys gold,Peoria Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Gold,2,2,League Play,2025-04-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,Peoria Soccer Club 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Blue,2,3,League Play,2025-04-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,phoenix rising fc 2016 boys red,Peoria Soccer Club 2016 Boys Gold,Phoenix Rising FC 2016 Boys Red,4,4,League Play,2024-12-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,fc elite arizona 2016 boys black,Peoria Soccer Club 2016 Boys Gold,FC Elite Arizona 2016 Boys Black,0,3,League Play,2025-03-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,mesa soccer club 2016 boys gold,Peoria Soccer Club 2016 Boys Gold,Mesa Soccer Club 2016 Boys Gold,1,2,League Play,2025-01-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,rsl-az west valley 2016 boys gold,Peoria Soccer Club 2016 Boys Gold,RSL-AZ West Valley 2016 Boys Gold,0,3,League Play,2025-06-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,maricopa soccer club 2016 boys red,Peoria Soccer Club 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Red,3,2,League Play,2025-02-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,desert sc 2016 boys white,Peoria Soccer Club 2016 Boys Gold,Desert SC 2016 Boys White,4,0,League Play,2025-09-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,desert sc 2016 boys white,Peoria Soccer Club 2016 Boys Gold,Desert SC 2016 Boys White,0,0,League Play,2025-04-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,Peoria Soccer Club 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Blue,4,3,League Play,2025-05-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
peoria soccer club 2016 boys gold,rsl-az west valley 2016 boys black,Peoria Soccer Club 2016 Boys Gold,RSL-AZ West Valley 2016 Boys Black,1,2,League Play,2025-07-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_59
queen creek soccer club 2016 boys gold,paradise valley soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys Gold,1,1,League Play,2025-02-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,fc tucson youth soccer 2016 boys gold,Queen Creek Soccer Club 2016 Boys Gold,FC Tucson Youth Soccer 2016 Boys Gold,4,1,League Play,2025-04-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,goodyear soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys Gold,Goodyear Soccer Club 2016 Boys Gold,0,4,League Play,2025-08-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,mesa soccer club 2016 boys blue,Queen Creek Soccer Club 2016 Boys Gold,Mesa Soccer Club 2016 Boys Blue,4,1,League Play,2025-08-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,glendale soccer club 2016 boys black,Queen Creek Soccer Club 2016 Boys Gold,Glendale Soccer Club 2016 Boys Black,4,3,League Play,2025-03-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,chandler soccer club 2016 boys red,Queen Creek Soccer Club 2016 Boys Gold,Chandler Soccer Club 2016 Boys Red,0,0,League Play,2025-06-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,Queen Creek Soccer Club 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys Blue,4,1,League Play,2025-08-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,tempe soccer club 2016 boys black,Queen Creek Soccer Club 2016 Boys Gold,Tempe Soccer Club 2016 Boys Black,3,1,League Play,2025-01-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,maricopa soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Gold,3,4,League Play,2025-05-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,fc tucson youth soccer 2016 boys white,Queen Creek Soccer Club 2016 Boys Gold,FC Tucson Youth Soccer 2016 Boys White,3,2,League Play,2025-05-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,paradise valley soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys Gold,4,2,League Play,2025-04-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,chandler soccer club 2016 boys gold,Queen Creek Soccer Club 2016 Boys Gold,Chandler Soccer Club 2016 Boys Gold,1,1,League Play,2024-12-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,Queen Creek Soccer Club 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Blue,1,0,League Play,2025-06-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,valley united fc 2016 boys white,Queen Creek Soccer Club 2016 Boys Gold,Valley United FC 2016 Boys White,0,4,League Play,2024-12-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
queen creek soccer club 2016 boys gold,casa grande soccer club 2016 boys black,Queen Creek Soccer Club 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Black,0,0,League Play,2025-01-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_60
