Team A,Team B,Score A,Score B,Date,Competition,SourceURL
avondale soccer club 2012 black,apache junction soccer club 2012 blue,4,4,2025-02-02,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,maricopa soccer club 2012 red,5,2,2025-07-04,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,chandler soccer club 2012 white,4,4,2025-05-18,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,paradise valley soccer club 2012 black,5,5,2025-07-16,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,goodyear soccer club 2012 red,0,1,2024-10-14,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,cave creek soccer club 2012 black,2,3,2025-07-13,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,valley united 2012 red,0,3,2025-08-13,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,cave creek soccer club 2012 black,3,3,2025-07-25,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,tempe soccer club 2012 blue,4,5,2025-08-23,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,rsl-az yuma 2012 red,4,5,2025-02-13,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,tempe soccer club 2012 blue,5,2,2024-10-28,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,rsl-az north 2012 blue,1,2,2025-05-15,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,mesa soccer club 2012 black,0,3,2024-11-29,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,queen creek soccer club 2012 black,5,1,2025-04-01,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,cave creek soccer club 2012 gold,1,0,2025-04-01,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,queen creek soccer club 2012 white,1,0,2024-11-22,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,elite arizona 2012 gold,3,3,2025-03-19,League Play,https://rankings.gotsport.com/teams/u14_64
avondale soccer club 2012 black,peoria soccer club 2012 white,0,1,2024-10-21,League Play,https://rankings.gotsport.com/teams/u14_64
peoria soccer club 2012 gold,maricopa soccer club 2012 gold,2,2,2025-03-21,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,chandler soccer club 2012 gold,4,1,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,avondale soccer club 2012 black,2,4,2025-01-19,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,apache junction soccer club 2012 blue,5,2,2024-12-27,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,rsl-az yuma 2012 gold,0,1,2025-06-18,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,queen creek soccer club 2012 black,4,5,2025-07-23,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,mesa soccer club 2012 red,3,1,2025-03-30,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,queen creek soccer club 2012 white,4,2,2025-05-01,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,az soccer club 2012 blue,5,1,2025-02-21,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,goodyear soccer club 2012 red,5,5,2025-10-02,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,phoenix premier 2012 red,1,2,2025-08-21,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,gilbert soccer club 2012 white,5,1,2025-06-02,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,rsl-az north 2012 blue,3,0,2024-11-12,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,az soccer club 2012 gold,4,2,2024-10-27,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,scottsdale soccer club 2012 black,0,2,2025-01-22,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,tempe soccer club 2012 blue,0,3,2025-05-06,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,apache junction soccer club 2012 blue,3,4,2024-12-16,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,az soccer club 2012 gold,2,2,2025-09-12,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,queen creek soccer club 2012 white,3,4,2025-05-08,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,mesa soccer club 2012 gold,2,1,2025-05-21,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,mesa soccer club 2012 red,1,5,2025-04-08,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,phoenix premier 2012 red,4,0,2025-04-09,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,tucson youth soccer 2012 white,1,2,2025-07-24,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,phoenix premier 2012 red,1,4,2024-12-24,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,az arsenal soccer club 2012 blue,5,0,2025-08-22,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,buckeye soccer club 2012 blue,0,5,2025-02-01,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,apache junction soccer club 2012 blue,0,0,2025-07-08,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,fountain hills soccer club 2012 black,4,4,2024-10-29,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,tucson youth soccer 2012 red,2,5,2025-06-29,League Play,https://rankings.gotsport.com/teams/u14_65
peoria soccer club 2012 gold,scottsdale soccer club 2012 black,1,1,2025-08-05,League Play,https://rankings.gotsport.com/teams/u14_65
az arsenal soccer club 2012 white,phoenix premier 2012 gold,5,3,2025-01-03,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,az soccer club 2012 red,0,1,2024-11-22,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,tucson youth soccer 2012 blue,5,5,2025-06-12,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,casa grande soccer club 2012 blue,2,0,2025-02-01,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,cave creek soccer club 2012 black,2,5,2024-12-08,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,apache junction soccer club 2012 gold,1,2,2025-03-19,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,valley united 2012 black,0,3,2024-12-22,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,chandler soccer club 2012 white,4,0,2025-02-28,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,mesa soccer club 2012 black,1,0,2025-03-27,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,desert 2012 blue,4,1,2025-08-26,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,phoenix premier 2012 red,3,0,2024-11-27,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,az soccer club 2012 red,1,2,2025-02-18,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,az soccer club 2012 red,1,3,2025-02-05,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,goodyear soccer club 2012 red,2,2,2025-02-19,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,apache junction soccer club 2012 gold,2,5,2025-09-01,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,gilbert soccer club 2012 blue,3,3,2025-02-08,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,tucson youth soccer 2012 white,5,3,2025-08-27,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,elite arizona 2012 gold,3,3,2024-11-01,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,elite arizona 2012 gold,2,2,2024-12-05,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,peoria soccer club 2012 gold,2,4,2024-11-19,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,rsl-az west valley 2012 red,2,3,2025-03-22,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,peoria soccer club 2012 gold,0,0,2025-03-08,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,chandler soccer club 2012 white,5,1,2025-08-04,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,peoria soccer club 2012 gold,2,3,2025-02-20,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,az arsenal soccer club 2012 red,3,4,2025-09-18,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,gilbert soccer club 2012 white,5,1,2025-07-01,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,paradise valley soccer club 2012 black,4,1,2025-03-08,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,casa grande soccer club 2012 blue,0,1,2025-02-06,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,desert 2012 gold,5,0,2024-12-24,League Play,https://rankings.gotsport.com/teams/u14_66
az arsenal soccer club 2012 white,desert 2012 red,4,5,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_66
maricopa soccer club 2012 gold,desert 2012 gold,5,1,2025-07-05,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,tempe soccer club 2012 blue,1,0,2025-04-27,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,phoenix premier 2012 red,2,1,2024-10-12,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,cave creek soccer club 2012 black,3,3,2025-09-13,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,fountain hills soccer club 2012 black,4,1,2025-07-06,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,rsl-az west valley 2012 red,5,5,2024-12-29,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,paradise valley soccer club 2012 blue,2,4,2025-07-11,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,glendale soccer club 2012 blue,5,0,2024-10-20,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,desert 2012 red,0,4,2025-01-19,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,casa grande soccer club 2012 gold,1,5,2024-11-05,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,glendale soccer club 2012 blue,1,3,2024-12-23,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,tempe soccer club 2012 black,5,0,2025-03-27,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,scottsdale soccer club 2012 black,0,0,2025-06-01,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,apache junction soccer club 2012 gold,4,1,2024-12-31,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,goodyear soccer club 2012 blue,2,4,2025-06-09,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,peoria soccer club 2012 gold,5,0,2025-10-01,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,queen creek soccer club 2012 black,4,2,2025-03-19,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,apache junction soccer club 2012 blue,4,1,2025-02-21,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,gilbert soccer club 2012 white,2,4,2025-01-29,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,peoria soccer club 2012 gold,3,0,2025-02-19,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,rsl-az north 2012 white,2,0,2025-04-27,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,valley united 2012 red,5,2,2024-12-01,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,az soccer club 2012 red,3,1,2025-06-23,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,apache junction soccer club 2012 gold,2,5,2024-12-10,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,desert 2012 blue,1,1,2025-09-16,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,phoenix rising 2012 blue,4,2,2025-04-12,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,tucson youth soccer 2012 white,4,4,2025-04-23,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,rsl-az west valley 2012 red,0,3,2025-03-04,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,cave creek soccer club 2012 gold,3,0,2024-11-21,League Play,https://rankings.gotsport.com/teams/u14_67
maricopa soccer club 2012 gold,tucson youth soccer 2012 blue,2,2,2024-10-29,League Play,https://rankings.gotsport.com/teams/u14_67
tempe soccer club 2012 blue,phoenix premier 2012 gold,1,4,2024-11-12,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,gilbert soccer club 2012 blue,4,3,2025-01-18,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,peoria soccer club 2012 white,3,3,2025-05-03,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,chandler soccer club 2012 gold,3,5,2024-11-07,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,az soccer club 2012 red,4,3,2024-10-14,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,desert 2012 gold,4,4,2024-12-16,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,peoria soccer club 2012 gold,0,5,2025-08-27,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,paradise valley soccer club 2012 blue,5,5,2024-11-01,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,gilbert soccer club 2012 white,4,5,2025-03-09,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,tempe soccer club 2012 black,4,1,2025-04-28,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,rsl-az south 2012 blue,3,3,2025-04-15,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,gilbert soccer club 2012 white,0,5,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,casa grande soccer club 2012 red,0,0,2025-03-03,League Play,https://rankings.gotsport.com/teams/u14_68
tempe soccer club 2012 blue,rsl-az north 2012 red,3,4,2024-12-30,League Play,https://rankings.gotsport.com/teams/u14_68
